location_id,location_name,parameter,value,unit,date
1122,Jersey City,co,0.2,ppm,2016-03-15T17:00:00Z
1122,Jersey City,co,0.2,ppm,2016-03-15T18:00:00Z
1122,Jersey City,co,0.2,ppm,2016-03-15T19:00:00Z
1122,Jersey City,no,0.004,ppm,2023-03-29T17:00:00Z
1122,Jersey City,no,0.011,ppm,2023-03-29T18:00:00Z
1122,Jersey City,no,0.017,ppm,2023-03-29T19:00:00Z
1122,Jersey City,no,0.012,ppm,2023-03-29T20:00:00Z
1122,Jersey City,no,0.011,ppm,2023-03-29T21:00:00Z
1122,Jersey City,no,0.009,ppm,2023-03-29T22:00:00Z
1122,Jersey City,no,0.006,ppm,2023-03-29T23:00:00Z
1122,Jersey City,no,0.004,ppm,2023-03-30T00:00:00Z
1122,Jersey City,no,0.009,ppm,2023-03-30T01:00:00Z
1122,Jersey City,no,0.007,ppm,2023-03-30T02:00:00Z
1122,Jersey City,no,0.005,ppm,2023-03-30T03:00:00Z
1122,Jersey City,no,0.001,ppm,2023-03-30T04:00:00Z
1122,Jersey City,no,0.0,ppm,2023-03-30T05:00:00Z
1122,Jersey City,no,0.0,ppm,2023-03-30T06:00:00Z
1122,Jersey City,no,0.0,ppm,2023-03-30T07:00:00Z
1122,Jersey City,no,0.0,ppm,2023-03-30T08:00:00Z
1122,Jersey City,no,0.001,ppm,2023-03-30T09:00:00Z
1122,Jersey City,no,0.002,ppm,2023-03-30T10:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-30T11:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-30T12:00:00Z
1122,Jersey City,no,0.004,ppm,2023-03-30T13:00:00Z
1122,Jersey City,no,0.004,ppm,2023-03-30T14:00:00Z
1122,Jersey City,no,0.004,ppm,2023-03-30T15:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-30T16:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-30T17:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-30T18:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-30T19:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-30T20:00:00Z
1122,Jersey City,no,0.002,ppm,2023-03-30T21:00:00Z
1122,Jersey City,no,0.002,ppm,2023-03-30T22:00:00Z
1122,Jersey City,no,0.002,ppm,2023-03-30T23:00:00Z
1122,Jersey City,no,0.002,ppm,2023-03-31T00:00:00Z
1122,Jersey City,no,0.004,ppm,2023-03-31T01:00:00Z
1122,Jersey City,no,0.007,ppm,2023-03-31T02:00:00Z
1122,Jersey City,no,0.003,ppm,2023-03-31T03:00:00Z
1122,Jersey City,no,0.008,ppm,2023-03-31T04:00:00Z
1122,Jersey City,no,0.033,ppm,2023-03-31T06:00:00Z
1122,Jersey City,no,0.08,ppm,2023-03-31T07:00:00Z
1122,Jersey City,no,0.098,ppm,2023-03-31T08:00:00Z
1122,Jersey City,no,0.11,ppm,2023-03-31T09:00:00Z
1122,Jersey City,no,0.062,ppm,2023-03-31T10:00:00Z
1122,Jersey City,no,0.071,ppm,2023-03-31T11:00:00Z
1122,Jersey City,no,0.091,ppm,2023-03-31T12:00:00Z
1122,Jersey City,no,0.044,ppm,2023-03-31T13:00:00Z
1122,Jersey City,no,0.032,ppm,2023-03-31T14:00:00Z
1122,Jersey City,no,0.014,ppm,2023-03-31T15:00:00Z
1122,Jersey City,no,0.013,ppm,2023-03-31T16:00:00Z
1122,Jersey City,no,0.014,ppm,2023-03-31T17:00:00Z
1122,Jersey City,no,0.017,ppm,2023-03-31T18:00:00Z
1122,Jersey City,no,0.014,ppm,2023-03-31T19:00:00Z
1122,Jersey City,no,0.008,ppm,2023-03-31T20:00:00Z
1122,Jersey City,no,0.01,ppm,2023-03-31T21:00:00Z
1122,Jersey City,no,0.007,ppm,2023-03-31T22:00:00Z
1122,Jersey City,no,0.011,ppm,2023-03-31T23:00:00Z
1122,Jersey City,no,0.011,ppm,2023-04-01T00:00:00Z
1122,Jersey City,no,0.008,ppm,2023-04-01T01:00:00Z
1122,Jersey City,no,0.011,ppm,2023-04-01T02:00:00Z
1122,Jersey City,no,0.007,ppm,2023-04-01T03:00:00Z
1122,Jersey City,no,0.004,ppm,2023-04-01T04:00:00Z
1122,Jersey City,no,0.002,ppm,2023-04-01T06:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-01T07:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-01T08:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-01T09:00:00Z
1122,Jersey City,no,0.003,ppm,2023-04-01T10:00:00Z
1122,Jersey City,no,0.004,ppm,2023-04-01T11:00:00Z
1122,Jersey City,no,0.006,ppm,2023-04-01T12:00:00Z
1122,Jersey City,no,0.013,ppm,2023-04-01T13:00:00Z
1122,Jersey City,no,0.013,ppm,2023-04-01T14:00:00Z
1122,Jersey City,no,0.008,ppm,2023-04-01T15:00:00Z
1122,Jersey City,no,0.008,ppm,2023-04-01T16:00:00Z
1122,Jersey City,no,0.006,ppm,2023-04-01T17:00:00Z
1122,Jersey City,no,0.005,ppm,2023-04-01T18:00:00Z
1122,Jersey City,no,0.005,ppm,2023-04-01T19:00:00Z
1122,Jersey City,no,0.004,ppm,2023-04-01T20:00:00Z
1122,Jersey City,no,0.006,ppm,2023-04-01T21:00:00Z
1122,Jersey City,no,0.005,ppm,2023-04-01T22:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-01T23:00:00Z
1122,Jersey City,no,0.0,ppm,2023-04-02T00:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T01:00:00Z
1122,Jersey City,no,0.007,ppm,2023-04-02T02:00:00Z
1122,Jersey City,no,0.003,ppm,2023-04-02T03:00:00Z
1122,Jersey City,no,0.0,ppm,2023-04-02T04:00:00Z
1122,Jersey City,no,0.0,ppm,2023-04-02T06:00:00Z
1122,Jersey City,no,0.0,ppm,2023-04-02T07:00:00Z
1122,Jersey City,no,0.0,ppm,2023-04-02T08:00:00Z
1122,Jersey City,no,0.0,ppm,2023-04-02T09:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T14:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T15:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T16:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T17:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T18:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T19:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T20:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T21:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T22:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-02T23:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-03T00:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-03T01:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-03T02:00:00Z
1122,Jersey City,no,0.001,ppm,2023-04-03T03:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-13T17:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-13T18:00:00Z
1122,Jersey City,no2,0.023,ppm,2017-07-13T19:00:00Z
1122,Jersey City,no2,0.024,ppm,2017-07-13T21:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-13T22:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-13T23:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-14T00:00:00Z
1122,Jersey City,no2,0.023,ppm,2017-07-14T01:00:00Z
1122,Jersey City,no2,0.023,ppm,2017-07-14T02:00:00Z
1122,Jersey City,no2,0.023,ppm,2017-07-14T03:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-14T04:00:00Z
1122,Jersey City,no2,0.016,ppm,2017-07-14T05:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T06:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T07:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T08:00:00Z
1122,Jersey City,no2,0.011,ppm,2017-07-14T09:00:00Z
1122,Jersey City,no2,0.01,ppm,2017-07-14T10:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T11:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T12:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T13:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T14:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T15:00:00Z
1122,Jersey City,no2,0.01,ppm,2017-07-14T16:00:00Z
1122,Jersey City,no2,0.011,ppm,2017-07-14T17:00:00Z
1122,Jersey City,no2,0.011,ppm,2017-07-14T18:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-14T19:00:00Z
1122,Jersey City,no2,0.014,ppm,2017-07-14T20:00:00Z
1122,Jersey City,no2,0.017,ppm,2017-07-14T21:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-14T22:00:00Z
1122,Jersey City,no2,0.018,ppm,2017-07-14T23:00:00Z
1122,Jersey City,no2,0.018,ppm,2017-07-15T00:00:00Z
1122,Jersey City,no2,0.017,ppm,2017-07-15T01:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-15T02:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-15T03:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-15T04:00:00Z
1122,Jersey City,no2,0.013,ppm,2017-07-15T05:00:00Z
1122,Jersey City,no2,0.011,ppm,2017-07-15T06:00:00Z
1122,Jersey City,no2,0.01,ppm,2017-07-15T07:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-15T09:00:00Z
1122,Jersey City,no2,0.01,ppm,2017-07-15T10:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-17T06:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-17T12:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-17T13:00:00Z
1122,Jersey City,no2,0.023,ppm,2017-07-17T14:00:00Z
1122,Jersey City,no2,0.023,ppm,2017-07-17T15:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-17T16:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-17T17:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-17T18:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-17T19:00:00Z
1122,Jersey City,no2,0.017,ppm,2017-07-17T20:00:00Z
1122,Jersey City,no2,0.02,ppm,2017-07-17T21:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-17T22:00:00Z
1122,Jersey City,no2,0.02,ppm,2017-07-17T23:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-18T00:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-18T01:00:00Z
1122,Jersey City,no2,0.017,ppm,2017-07-18T02:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-18T03:00:00Z
1122,Jersey City,no2,0.016,ppm,2017-07-18T04:00:00Z
1122,Jersey City,no2,0.016,ppm,2017-07-18T05:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-18T07:00:00Z
1122,Jersey City,no2,0.016,ppm,2017-07-18T08:00:00Z
1122,Jersey City,no2,0.017,ppm,2017-07-18T09:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-18T10:00:00Z
1122,Jersey City,no2,0.014,ppm,2017-07-18T11:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-18T12:00:00Z
1122,Jersey City,no2,0.016,ppm,2017-07-18T13:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-18T14:00:00Z
1122,Jersey City,no2,0.024,ppm,2017-07-18T15:00:00Z
1122,Jersey City,no2,0.026,ppm,2017-07-18T17:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-18T18:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-18T19:00:00Z
1122,Jersey City,no2,0.024,ppm,2017-07-18T21:00:00Z
1122,Jersey City,no2,0.024,ppm,2017-07-18T22:00:00Z
1122,Jersey City,no2,0.025,ppm,2017-07-18T23:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-19T00:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-19T03:00:00Z
1122,Jersey City,no2,0.014,ppm,2017-07-19T04:00:00Z
1122,Jersey City,no2,0.013,ppm,2017-07-19T05:00:00Z
1122,Jersey City,no2,0.013,ppm,2017-07-19T06:00:00Z
1122,Jersey City,no2,0.013,ppm,2017-07-19T07:00:00Z
1122,Jersey City,no2,0.013,ppm,2017-07-19T08:00:00Z
1122,Jersey City,no2,0.013,ppm,2017-07-19T09:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-19T10:00:00Z
1122,Jersey City,no2,0.012,ppm,2017-07-19T11:00:00Z
1122,Jersey City,no2,0.013,ppm,2017-07-19T12:00:00Z
1122,Jersey City,no2,0.015,ppm,2017-07-19T13:00:00Z
1122,Jersey City,no2,0.022,ppm,2017-07-19T14:00:00Z
1122,Jersey City,no2,0.026,ppm,2017-07-19T15:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-19T16:00:00Z
1122,Jersey City,no2,0.017,ppm,2017-07-19T17:00:00Z
1122,Jersey City,no2,0.019,ppm,2017-07-19T18:00:00Z
1122,Jersey City,no2,0.02,ppm,2017-07-19T19:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-19T20:00:00Z
1122,Jersey City,no2,0.018,ppm,2017-07-19T21:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-19T22:00:00Z
1122,Jersey City,no2,0.024,ppm,2017-07-19T23:00:00Z
1122,Jersey City,no2,0.025,ppm,2017-07-20T00:00:00Z
1122,Jersey City,no2,0.023,ppm,2017-07-20T01:00:00Z
1122,Jersey City,no2,0.021,ppm,2017-07-20T02:00:00Z
1122,Jersey City,no2,0.025,ppm,2017-07-20T03:00:00Z
1122,Jersey City,nox,0.013,ppm,2023-03-29T17:00:00Z
1122,Jersey City,nox,0.033,ppm,2023-03-29T18:00:00Z
1122,Jersey City,nox,0.045,ppm,2023-03-29T19:00:00Z
1122,Jersey City,nox,0.036,ppm,2023-03-29T20:00:00Z
1122,Jersey City,nox,0.035,ppm,2023-03-29T21:00:00Z
1122,Jersey City,nox,0.035,ppm,2023-03-29T22:00:00Z
1122,Jersey City,nox,0.027,ppm,2023-03-29T23:00:00Z
1122,Jersey City,nox,0.021,ppm,2023-03-30T00:00:00Z
1122,Jersey City,nox,0.034,ppm,2023-03-30T01:00:00Z
1122,Jersey City,nox,0.032,ppm,2023-03-30T02:00:00Z
1122,Jersey City,nox,0.025,ppm,2023-03-30T03:00:00Z
1122,Jersey City,nox,0.012,ppm,2023-03-30T04:00:00Z
1122,Jersey City,nox,0.007,ppm,2023-03-30T05:00:00Z
1122,Jersey City,nox,0.007,ppm,2023-03-30T06:00:00Z
1122,Jersey City,nox,0.005,ppm,2023-03-30T07:00:00Z
1122,Jersey City,nox,0.006,ppm,2023-03-30T08:00:00Z
1122,Jersey City,nox,0.008,ppm,2023-03-30T09:00:00Z
1122,Jersey City,nox,0.01,ppm,2023-03-30T10:00:00Z
1122,Jersey City,nox,0.014,ppm,2023-03-30T11:00:00Z
1122,Jersey City,nox,0.013,ppm,2023-03-30T12:00:00Z
1122,Jersey City,nox,0.011,ppm,2023-03-30T13:00:00Z
1122,Jersey City,nox,0.012,ppm,2023-03-30T14:00:00Z
1122,Jersey City,nox,0.012,ppm,2023-03-30T15:00:00Z
1122,Jersey City,nox,0.01,ppm,2023-03-30T16:00:00Z
1122,Jersey City,nox,0.009,ppm,2023-03-30T17:00:00Z
1122,Jersey City,nox,0.011,ppm,2023-03-30T18:00:00Z
1122,Jersey City,nox,0.011,ppm,2023-03-30T19:00:00Z
1122,Jersey City,nox,0.011,ppm,2023-03-30T20:00:00Z
1122,Jersey City,nox,0.01,ppm,2023-03-30T21:00:00Z
1122,Jersey City,nox,0.011,ppm,2023-03-30T22:00:00Z
1122,Jersey City,nox,0.015,ppm,2023-03-30T23:00:00Z
1122,Jersey City,nox,0.021,ppm,2023-03-31T00:00:00Z
1122,Jersey City,nox,0.032,ppm,2023-03-31T01:00:00Z
1122,Jersey City,nox,0.047,ppm,2023-03-31T02:00:00Z
1122,Jersey City,nox,0.038,ppm,2023-03-31T03:00:00Z
1122,Jersey City,nox,0.044,ppm,2023-03-31T04:00:00Z
1122,Jersey City,nox,0.087,ppm,2023-03-31T06:00:00Z
1122,Jersey City,nox,0.137,ppm,2023-03-31T07:00:00Z
1122,Jersey City,nox,0.156,ppm,2023-03-31T08:00:00Z
1122,Jersey City,nox,0.168,ppm,2023-03-31T09:00:00Z
1122,Jersey City,nox,0.116,ppm,2023-03-31T10:00:00Z
1122,Jersey City,nox,0.126,ppm,2023-03-31T11:00:00Z
1122,Jersey City,nox,0.145,ppm,2023-03-31T12:00:00Z
1122,Jersey City,nox,0.092,ppm,2023-03-31T13:00:00Z
1122,Jersey City,nox,0.065,ppm,2023-03-31T14:00:00Z
1122,Jersey City,nox,0.035,ppm,2023-03-31T15:00:00Z
1122,Jersey City,nox,0.036,ppm,2023-03-31T16:00:00Z
1122,Jersey City,nox,0.037,ppm,2023-03-31T17:00:00Z
1122,Jersey City,nox,0.044,ppm,2023-03-31T18:00:00Z
1122,Jersey City,nox,0.04,ppm,2023-03-31T19:00:00Z
1122,Jersey City,nox,0.027,ppm,2023-03-31T20:00:00Z
1122,Jersey City,nox,0.033,ppm,2023-03-31T21:00:00Z
1122,Jersey City,nox,0.032,ppm,2023-03-31T22:00:00Z
1122,Jersey City,nox,0.048,ppm,2023-03-31T23:00:00Z
1122,Jersey City,nox,0.053,ppm,2023-04-01T00:00:00Z
1122,Jersey City,nox,0.042,ppm,2023-04-01T01:00:00Z
1122,Jersey City,nox,0.049,ppm,2023-04-01T02:00:00Z
1122,Jersey City,nox,0.044,ppm,2023-04-01T03:00:00Z
1122,Jersey City,nox,0.037,ppm,2023-04-01T04:00:00Z
1122,Jersey City,nox,0.019,ppm,2023-04-01T06:00:00Z
1122,Jersey City,nox,0.014,ppm,2023-04-01T07:00:00Z
1122,Jersey City,nox,0.014,ppm,2023-04-01T08:00:00Z
1122,Jersey City,nox,0.018,ppm,2023-04-01T09:00:00Z
1122,Jersey City,nox,0.026,ppm,2023-04-01T10:00:00Z
1122,Jersey City,nox,0.027,ppm,2023-04-01T11:00:00Z
1122,Jersey City,nox,0.034,ppm,2023-04-01T12:00:00Z
1122,Jersey City,nox,0.041,ppm,2023-04-01T13:00:00Z
1122,Jersey City,nox,0.034,ppm,2023-04-01T14:00:00Z
1122,Jersey City,nox,0.025,ppm,2023-04-01T15:00:00Z
1122,Jersey City,nox,0.026,ppm,2023-04-01T16:00:00Z
1122,Jersey City,nox,0.02,ppm,2023-04-01T17:00:00Z
1122,Jersey City,nox,0.018,ppm,2023-04-01T18:00:00Z
1122,Jersey City,nox,0.017,ppm,2023-04-01T19:00:00Z
1122,Jersey City,nox,0.016,ppm,2023-04-01T20:00:00Z
1122,Jersey City,nox,0.021,ppm,2023-04-01T21:00:00Z
1122,Jersey City,nox,0.023,ppm,2023-04-01T22:00:00Z
1122,Jersey City,nox,0.012,ppm,2023-04-01T23:00:00Z
1122,Jersey City,nox,0.009,ppm,2023-04-02T00:00:00Z
1122,Jersey City,nox,0.019,ppm,2023-04-02T01:00:00Z
1122,Jersey City,nox,0.037,ppm,2023-04-02T02:00:00Z
1122,Jersey City,nox,0.017,ppm,2023-04-02T03:00:00Z
1122,Jersey City,nox,0.008,ppm,2023-04-02T04:00:00Z
1122,Jersey City,nox,0.008,ppm,2023-04-02T06:00:00Z
1122,Jersey City,nox,0.006,ppm,2023-04-02T07:00:00Z
1122,Jersey City,nox,0.003,ppm,2023-04-02T08:00:00Z
1122,Jersey City,nox,0.005,ppm,2023-04-02T09:00:00Z
1122,Jersey City,nox,0.004,ppm,2023-04-02T14:00:00Z
1122,Jersey City,nox,0.005,ppm,2023-04-02T15:00:00Z
1122,Jersey City,nox,0.004,ppm,2023-04-02T16:00:00Z
1122,Jersey City,nox,0.004,ppm,2023-04-02T17:00:00Z
1122,Jersey City,nox,0.005,ppm,2023-04-02T18:00:00Z
1122,Jersey City,nox,0.005,ppm,2023-04-02T19:00:00Z
1122,Jersey City,nox,0.005,ppm,2023-04-02T20:00:00Z
1122,Jersey City,nox,0.006,ppm,2023-04-02T21:00:00Z
1122,Jersey City,nox,0.008,ppm,2023-04-02T22:00:00Z
1122,Jersey City,nox,0.008,ppm,2023-04-02T23:00:00Z
1122,Jersey City,nox,0.014,ppm,2023-04-03T00:00:00Z
1122,Jersey City,nox,0.013,ppm,2023-04-03T01:00:00Z
1122,Jersey City,nox,0.013,ppm,2023-04-03T02:00:00Z
1122,Jersey City,nox,0.018,ppm,2023-04-03T03:00:00Z
1122,Jersey City,so2,0.001,ppm,2016-03-06T19:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-06T20:00:00Z
1122,Jersey City,so2,0.001,ppm,2016-03-07T14:00:00Z
1122,Jersey City,so2,0.001,ppm,2016-03-07T15:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-10T07:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-10T08:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T15:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T16:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T17:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T18:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T20:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T21:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T22:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-11T23:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T00:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T01:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T02:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T03:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T04:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T05:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T06:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T07:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T08:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T09:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T10:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T11:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T12:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T13:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T14:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T15:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T16:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T17:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T18:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T19:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T20:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T21:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T22:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-12T23:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T00:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T01:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T02:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T03:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T04:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T05:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T06:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T07:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T08:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T09:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T10:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T11:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T12:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T13:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T14:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T15:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T16:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T17:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T18:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T19:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T20:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T21:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T22:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-13T23:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T00:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T01:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T02:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T03:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T04:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T05:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T06:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T07:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T08:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T09:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T10:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T11:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T12:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T13:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T15:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T16:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T17:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T18:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T19:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T20:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T21:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T22:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-14T23:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T00:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T01:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T02:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T03:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T04:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T05:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T06:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T07:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T08:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T09:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T10:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T11:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T12:00:00Z
1122,Jersey City,so2,0.0,ppm,2016-03-15T13:00:00Z
